Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2018-12-31,310.4,3824.7000000000003,724.2,45518.3,4952.0,21906.6,18512.5,288.00000000000006,21.5,1471.4999999999998,2470.5
2019-01-02,313.3070355278237,3893.6470889159564,741.9601053797668,46027.4747361756,4994.523028883685,22025.7090241091,18483.165710849236,281.81133003173295,21.161834375592193,1458.4905451782095,2500.102812712967
2019-01-03,305.4332739080606,3836.8123264311816,735.8048090473753,45188.58534065007,4858.8359094457455,20973.00433476743,18402.59712641518,283.48822389638457,21.24332006822058,1431.2626484207437,2452.18078185986
2019-01-04,316.95210110785683,3997.0677222898908,760.5580114564564,46594.29189531448,5038.205776736925,21853.251676272423,18745.01361025992,286.2830470041373,21.49388857305287,1471.333892705316,2530.4658943064246
2019-01-07,318.03228065707367,4045.5170280146167,771.5382781661256,46709.57674124103,5078.022794691648,22071.97980355548,18743.182506068235,288.7052270308563,21.36554860716316,1478.3634849184857,2589.8070131962086
2019-01-08,320.96587291480955,4112.1348233861145,777.6313741437456,46680.7555297594,5147.60593286495,22244.47271694131,18922.630716853182,293.7359086248112,21.63445139283684,1490.1074418972717,2615.1493092125643
2019-01-09,321.05851267031704,4114.464116930572,788.8020501027155,46882.504010130855,5179.69149102264,22521.884000324702,18735.858089301502,292.5248186114517,21.467405722948644,1494.280673620413,2627.3186295768537
2019-01-10,324.17738443906785,4124.247149817296,791.8485980915254,46978.57471506965,5256.619516003123,22626.802370322264,18849.386549185856,297.32259827976054,21.793348493462194,1498.5617894627817,2621.5476116721393
2019-01-11,322.5716286769387,4101.420073081608,786.6440786106417,47026.61006753905,5246.182045277128,22587.680266255375,18897.03188025345,297.3691786648898,21.67111995451961,1502.500416037761,2622.927637692832
2019-01-14,320.15681905004453,4090.2394640682096,785.8824416134391,47391.67874630646,5248.114910226386,22402.73941066645,18820.088882118926,297.01982577642065,21.18831722569642,1488.372733757944,2610.256489684654
2019-01-15,318.1866802495861,4152.664531059684,787.1518366087766,47747.14035458,5227.2399687743955,22708.603133371213,18992.21267613714,300.25623093519835,21.475554292211484,1511.7750253986687,2630.956879995044
2019-01-16,319.60715650070034,4136.82533495737,787.4691853576111,48851.95346137611,5237.290866510539,22740.612127607757,18887.8397372112,301.8408956372941,21.528519992419938,1510.5489138214143,2624.684034446441
2019-01-17,324.7949828091175,4153.130389768576,794.7682065808017,49091.938082313216,5321.9503512880565,22882.874324214627,18975.73273841199,303.05198565065365,21.61407996967974,1524.9334630517735,2641.6207174276688
2019-01-18,329.9210492805297,4186.206358099878,809.8740070253177,49899.12414520895,5418.980171740828,23206.52082149525,19182.64751207218,303.797271812721,21.620191396626872,1540.3454800843015,2678.25413543151
2019-01-22,324.8567426461225,4088.3760292326438,790.8330820952553,49236.23628113128,5295.663387978143,22758.394902183616,18981.22605098704,303.1917268060413,21.660934242941064,1527.1596432898054,2632.8387336596247
2019-01-23,323.5597860690182,4079.058855054812,784.4226373688011,49380.34233853947,5316.151756440282,22904.213653705658,19241.24284620604,303.6109502722042,21.907428463141937,1532.6394715680376,2642.3734588935013
2019-01-24,321.8613905513816,4105.146942752741,788.8020501027155,49538.090436048966,5351.329898516785,23137.168000649403,19008.692613862288,305.2412637517266,22.033731286715938,1521.3373257441838,2657.177374388204
2019-01-25,328.19177384439064,4154.52796589525,798.1955730682129,49918.33828619671,5417.433879781421,23439.475168438996,18950.097279728427,308.5484710959006,21.717974227780935,1521.8510596452682,2683.7742395142805
2019-01-28,327.512415637336,4117.725127892814,790.3253240971204,49764.625158294635,5363.700234192038,23126.49833590389,19014.185926437338,311.57619612929943,21.61000568504832,1504.3841070084031,2667.4648410879126
2019-01-29,330.9092066726091,4068.3441047503047,793.4975421904688,49630.126171380325,5436.375956284153,22895.322266417726,19048.976906079315,313.95179577088925,21.665008527572482,1511.9188708909726,2651.406356483489
2019-01-30,334.70743664841456,4125.644725943971,804.4156085453666,49841.48172224568,5523.354879000781,23595.963584706547,19188.14082464723,316.93294041915885,21.840202766723515,1532.3397934590716,2703.3455176259213
2019-01-31,329.51961033999737,4298.0124482338615,809.1123700281153,49918.33828619671,5551.188134270102,23576.402532673106,19600.13926777593,320.14698699307445,22.365785484176616,1555.4150078494397,2731.0714949507465
2019-02-01,330.6621673245893,4282.63911084044,822.9487754772939,50062.4443436049,5560.079313036691,23706.21678707687,19484.779703699893,317.81796773661387,22.221148379761228,1554.3858276009344,2689.168886686079
2019-02-04,329.82840952502227,4317.5785140073085,825.4875654679689,50264.192823976366,5627.729586260735,24068.09624969559,19598.308163584246,319.58336433301093,22.25374265681258,1548.3083555511075,2705.355337339694
2019-02-05,332.0826435757035,4367.891254567601,825.7414444670363,50168.12211903757,5677.9840749414525,24293.048348080203,19618.45030969276,321.8238808577261,22.298559787758194,1548.0514886005653,2731.1969518617184
2019-02-06,330.19896854705206,4274.719512789282,820.5369249861527,50091.26555508654,5677.21092896175,24373.07083367156,19633.099143226224,319.3085400607486,22.28429979154823,1553.5313168787973,2720.658571340066
2019-02-07,325.47434101617216,4223.475054811206,802.5115160523603,49562.87667792318,5636.620765027323,24010.30223232405,19589.15264262583,321.77730047259683,22.563388288800457,1536.0643642419327,2696.4453875224585
2019-02-08,325.1037819941423,4253.75587088916,797.7512848198447,49274.664563106795,5639.326775956284,24122.333712151958,19666.059018676522,321.96362201311376,22.669319689217357,1537.948055212575,2684.0251533362243
