Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2019-04-18,2649.470514256718,10570.520976926036,1193.4877264800334,19208.534718171013,17930.602998746108,26334.560673906726,2716.185521428449,1519.9271797381869,1469.640978147718,7435.818122406801,16205.19971837439
2019-04-22,2632.0548630645794,10615.684952615853,1217.6452396220611,19159.35412452537,17875.65031429075,26395.473304609677,2715.7079083597964,1504.0946049492472,1467.973846148074,7441.877578385479,16146.770774227978
2019-04-23,2643.054221712246,10759.779541721458,1217.4676108489582,19264.741110908897,18033.639282099906,26689.884353007248,2710.9317776732682,1521.2109020183707,1473.231723993105,7560.469788253899,16338.363358522023
2019-04-24,2627.471796961385,10710.314235013562,1195.441642984168,19243.66371363219,17976.396902458906,26693.268388046297,2714.275069153838,1532.3364951133015,1481.4391430682756,7550.082149433308,16353.310297722268
2019-04-25,2593.557107797746,10830.75150351974,1191.7114387490021,19292.844307277835,17616.91475831344,26686.50031796819,2697.0809986823374,1529.3411431262048,1488.1076710668517,7634.048896566423,16266.346287829936
2019-04-26,2615.09751848276,10917.853456635814,1177.5011369007505,19468.489284583717,17747.427383894916,26588.363301835667,2721.916878252283,1540.0388287944072,1490.1595258356442,7705.896731742181,16391.357052050163
2019-04-29,2610.972758989885,11020.010068315161,1175.724849169719,19661.698759620183,17793.22128760771,26591.74733687472,2724.304943595547,1523.7783465787395,1481.1826612221766,7691.180910079676,16337.004545867458
2019-04-30,2632.5131696748986,10770.532869266652,1175.103148463858,19679.263257350773,17875.65031429075,26635.739792382403,2756.3050191952843,1541.7504585013194,1505.8049184476881,7730.134555656895,16307.110667466968
2019-05-01,2585.3075888119956,10712.464900522604,1150.146305842866,19517.669878229364,17747.427383894916,26571.443126640406,2723.3497174582412,1542.6062733547753,1490.1595258356442,7710.224914584093,16118.235708482058
2019-05-02,2571.5583905024123,10671.602255850863,1130.5183264149684,19552.798873690535,17733.689212781075,26432.697690039255,2721.916878252283,1545.1737179151442,1486.568779990257,7746.581650456164,16127.747397064031
2019-05-03,2597.2235606803015,10768.382203757614,1140.1990945490898,19714.392252811947,17948.92056023123,26679.73224789009,2741.4990140670475,1555.4434961566185,1495.545644603725,7803.713663969419,16317.981168703509
2019-05-06,2561.017338465065,10761.930207230496,1140.1990945490898,19591.440768697834,17781.77281167951,26480.074180585987,2738.633335655131,1549.4527921824251,1486.8252618363563,7852.189311798846,16218.787844920067
2019-05-07,2515.6449840434398,10589.876966507387,1132.7386860787578,19261.228211362777,17417.711277162765,25921.70839914232,2711.4093907419215,1522.066716871827,1481.9521067604737,7699.837275763503,15985.072068334423
2019-05-08,2512.895144381523,10561.918314889881,1132.2057997594484,19208.534718171013,17417.711277162765,25874.331908595585,2709.976551535963,1522.4946242985552,1461.9465227647456,7710.224914584093,15978.278005061584
2019-05-09,2493.6462667481064,10533.959663272375,1132.7386860787578,19194.483119986544,17390.23493493509,25701.74612160391,2704.2451947121294,1527.201605992564,1461.1770772264483,7697.240366058355,15915.772622951468
2019-05-10,2526.1860360807873,10557.616983871805,1137.7122917256459,19299.870106370072,17461.21548568993,25776.194892463063,2736.7228833805193,1545.1737179151442,1486.568779990257,7694.643456353207,15936.154812769984
2019-05-13,2470.730936232134,10235.017157515975,1119.0612705498156,18737.806178991257,16964.35163040607,24808.360871294044,2713.3198430165326,1545.601625341872,1503.2400999866973,7557.007241980368,15472.7996975624
2019-05-14,2490.8964270861898,10293.085126260023,1132.7386860787578,18885.347959928193,17147.52724525726,25214.445075980348,2724.304943595547,1551.1644218893375,1491.4419350661396,7589.901431578909,15611.398588328304
2019-05-15,2485.3967477623564,10521.055670218144,1138.067549271852,18804.55127036749,17170.424197113658,25478.399809026443,2745.797531684923,1561.4342001308119,1489.9030439895453,7610.676709220092,15722.821226002856
2019-05-16,2519.3114369259956,10613.534287106815,1144.2845563304622,19004.786544496194,17322.68892695871,25732.202436955384,2766.812506705646,1570.8481635188298,1499.6493541413101,7670.405632438493,15865.496554732465
2019-05-17,2505.1039320060927,10540.411659799493,1132.5610573056547,18892.37375902043,17133.78907414342,25512.240159416968,2758.2154714698954,1568.2807189584612,1508.1132550625796,7655.689810775988,15751.356291748778
