Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,Daily Total,cumulative portfolio return,Market return,Rebalanced portfolio return
2018-12-31,,,,,,,,,,,,,,,
2019-01-02,0.009365449509741275,0.018026796589524885,0.024523757773773358,0.01118615449556759,0.00858704137392663,0.005437129637145821,-0.0015845665982856527,-0.021488437389816317,-0.015728633693386396,-0.008840947891124884,0.011982518807110765,0.00741148517702972,1.0074114851770297,1.0053912693623013,1.0074114851770297
2019-01-03,-0.02513113568132397,-0.014596793491265858,-0.008295993662948975,-0.018225840116885772,-0.027167182662538703,-0.047794361043696276,-0.004359025163463315,0.005950413223140494,0.0038505968425106563,-0.018668545262416347,-0.019168024054620703,-0.02235526921169917,0.9848905302189396,0.9835445584389458,0.9848905302189396
2019-01-04,0.03771307249014244,0.04176784847013115,0.03364099025273881,0.031107558337301944,0.03691622245206472,0.04197049347125659,0.01860696517412941,0.009858692080183973,0.01179516685845794,0.0279971284996412,0.031924690473754236,0.03173615394573526,1.0161471677056646,1.0155300744317037,1.0161471677056646
2019-01-07,0.003408021418508378,0.0121212121212122,0.014437119252273867,0.0024742268041235693,0.007903015422389359,0.01000895109447475,-9.768486861394532e-05,0.008460787504067646,-0.005970998009667383,0.004777700186219924,0.02345066931085782,0.004932051316873576,1.0211588576822848,1.0235365117682558,1.0211588576822848
2019-01-08,0.009224196523934358,0.016467065868263298,0.007897334649555887,-0.0006170300287945407,0.013702801461632053,0.007815017724782436,0.009574052364204944,0.01742497579864466,0.012585812356979531,0.007943890050445601,0.009785399409000473,0.00500146450965766,1.0262661474677053,1.032589016294508,1.0262661474677053
2019-01-09,0.0002886280546470221,0.0005664438654129356,0.014365001632386631,0.0043218769294091075,0.006233103033944198,0.0124710208649772,-0.009870330946390782,-0.004123057405645447,-0.00772128060263666,0.002800624710542765,0.00465339409930432,0.0034399389945045655,1.0297964404071194,1.036853751760209,1.0297964404071194
2019-01-10,0.009714340675194721,0.0023777173913044347,0.003862246540070835,0.002049180327868827,0.014851854616015903,0.004658507698381165,0.006059421422986766,0.016401273885350287,0.015183146707155037,0.002865001146000523,-0.00219654283258508,0.003991363358948341,1.0339067321865358,1.0418024542345603,1.0339067321865358
2019-01-11,-0.004953324442751095,-0.005534846944538541,-0.006572619429304316,0.0010224948875257045,-0.0019855861156051757,-0.0017290160326941528,0.002527686030697529,0.00015666614444631577,-0.0056085249579361784,0.0026282710547365085,0.0005264165390506115,0.00021017327640504568,1.0341240317519367,1.0410782538724601,1.0341240317519367
2019-01-14,-0.007486119088646381,-0.0027260336210813696,-0.0009682104243989853,0.007763023493360555,0.00036843268734787493,-0.008187686978428421,-0.004071697535469876,-0.0011748120300753007,-0.02227862380146628,-0.009402780943697175,-0.004830917874396157,0.0006104671374216331,1.034755330489339,1.0367732850533091,1.034755330489339
2019-01-15,-0.0061536680877331,0.015261958997722314,0.0016152479405588949,0.0075005067909994505,-0.003977607542722472,0.013652960787426505,0.009145748200038994,0.01089625970359931,0.013556388808768416,0.015723407927285216,0.00793040469095474,0.00890952797245026,1.0439745120509758,1.0469120901227116,1.0439745120509758
2019-01-16,0.0044642857142858094,-0.003814224814897904,0.00040316078051927384,0.0231388329979878,0.0019227924863185475,0.0014095536413469834,-0.005495564982645695,0.0052777079668258065,0.002466325175488615,-0.000811041032332871,-0.0023842449096371787,0.009794663980016383,1.0541998916002167,1.0498491249245625,1.0541998916002167
2019-01-17,0.016231884057971158,0.003941441441441373,0.009268961070363568,0.004912487708947921,0.016164747564216153,0.0062558648733188615,0.004653417353368772,0.00401234567901243,0.003974261922785605,0.00952272984922331,0.006452846422255076,0.0058452744350703245,1.0603619792760413,1.0576543954938644,1.0603619792760413
2019-01-18,0.01578246814983819,0.007964105440269043,0.019006548474684415,0.016442334412267723,0.018232004067698204,0.014143612060926403,0.0109041783267394,0.0024592683676605276,0.0002827521206409944,0.010106681639528547,0.01386778115501519,0.014531612301849739,1.0757707484585026,1.0708509354254678,1.0757707484585026
2019-01-22,-0.015350056158741965,-0.02336968617849977,-0.023510971786833923,-0.013284559106661598,-0.02275645598516185,-0.019310344827586312,-0.010500190912562046,-0.001993253603189138,0.0018844812965230773,-0.008560311284046773,-0.01695709199925044,-0.015029659140883611,1.0596022807954382,1.0539931603299137,1.0596022807954382
